,ROWHEADER,Test,ODI,T20,IPL,name,Final_Country,Categorey
364,Matches,70,86,11,0,Suranga Lakmal,SriLanka,Bowling
365,Innings,122,84,11,0,Suranga Lakmal,SriLanka,Bowling
366,Balls,12437,3881,208,0,Suranga Lakmal,SriLanka,Bowling
367,Runs,6229,3534,330,0,Suranga Lakmal,SriLanka,Bowling
368,Maidens,439,36,0,0,Suranga Lakmal,SriLanka,Bowling
369,Wickets,171,109,8,0,Suranga Lakmal,SriLanka,Bowling
370,Avg,36.43,32.42,41.25,0.0,Suranga Lakmal,SriLanka,Bowling
371,Eco,3.01,5.46,9.52,0,Suranga Lakmal,SriLanka,Bowling
372,SR,72.73,35.61,26.0,0.0,Suranga Lakmal,SriLanka,Bowling
373,BBI,5/47,4/13,2/26,-/-,Suranga Lakmal,SriLanka,Bowling
374,BBM,7/80,4/13,2/26,-/-,Suranga Lakmal,SriLanka,Bowling
375,4w,7,3,0,0,Suranga Lakmal,SriLanka,Bowling
376,5w,4,0,0,0,Suranga Lakmal,SriLanka,Bowling
377,10w,0,0,0,0,Suranga Lakmal,SriLanka,Bowling
378,Matches,30,226,84,122,Lasith Malinga,SriLanka,Bowling
379,Innings,59,220,83,122,Lasith Malinga,SriLanka,Bowling
380,Balls,5209,10936,1799,2827,Lasith Malinga,SriLanka,Bowling
381,Runs,3349,9759,2225,3365,Lasith Malinga,SriLanka,Bowling
382,Maidens,112,103,1,8,Lasith Malinga,SriLanka,Bowling
383,Wickets,101,338,107,170,Lasith Malinga,SriLanka,Bowling
384,Avg,33.16,28.87,20.79,19.79,Lasith Malinga,SriLanka,Bowling
385,Eco,3.86,5.35,7.42,7.14,Lasith Malinga,SriLanka,Bowling
386,SR,51.57,32.36,16.81,16.63,Lasith Malinga,SriLanka,Bowling
387,BBI,5/50,6/38,5/6,5/13,Lasith Malinga,SriLanka,Bowling
388,BBM,9/210,6/38,5/6,5/13,Lasith Malinga,SriLanka,Bowling
389,4w,7,11,1,6,Lasith Malinga,SriLanka,Bowling
390,5w,3,8,2,1,Lasith Malinga,SriLanka,Bowling
391,10w,0,0,0,0,Lasith Malinga,SriLanka,Bowling
392,Matches,2,27,14,0,Jeffrey Vandersay,SriLanka,Bowling
393,Innings,2,26,14,0,Jeffrey Vandersay,SriLanka,Bowling
394,Balls,288,1185,296,0,Jeffrey Vandersay,SriLanka,Bowling
395,Runs,250,1065,395,0,Jeffrey Vandersay,SriLanka,Bowling
396,Maidens,0,6,1,0,Jeffrey Vandersay,SriLanka,Bowling
397,Wickets,5,40,7,0,Jeffrey Vandersay,SriLanka,Bowling
398,Avg,50.0,26.63,56.43,0.0,Jeffrey Vandersay,SriLanka,Bowling
399,Eco,5.21,5.39,8.01,0,Jeffrey Vandersay,SriLanka,Bowling
400,SR,57.6,29.63,42.29,0.0,Jeffrey Vandersay,SriLanka,Bowling
401,BBI,3/182,6/33,2/26,-/-,Jeffrey Vandersay,SriLanka,Bowling
402,BBM,3/182,6/33,2/26,-/-,Jeffrey Vandersay,SriLanka,Bowling
403,4w,0,1,0,0,Jeffrey Vandersay,SriLanka,Bowling
404,5w,0,1,0,0,Jeffrey Vandersay,SriLanka,Bowling
405,10w,0,0,0,0,Jeffrey Vandersay,SriLanka,Bowling
406,Matches,28,49,16,0,Nuwan Pradeep,SriLanka,Bowling
407,Innings,53,47,16,0,Nuwan Pradeep,SriLanka,Bowling
408,Balls,5077,2345,278,0,Nuwan Pradeep,SriLanka,Bowling
409,Runs,3003,2339,436,0,Nuwan Pradeep,SriLanka,Bowling
410,Maidens,130,20,0,0,Nuwan Pradeep,SriLanka,Bowling
411,Wickets,70,63,15,0,Nuwan Pradeep,SriLanka,Bowling
412,Avg,42.9,37.13,29.07,0.0,Nuwan Pradeep,SriLanka,Bowling
413,Eco,3.55,5.98,9.41,0,Nuwan Pradeep,SriLanka,Bowling
414,SR,72.53,37.22,18.53,0.0,Nuwan Pradeep,SriLanka,Bowling
415,BBI,6/132,4/31,4/25,-/-,Nuwan Pradeep,SriLanka,Bowling
416,BBM,7/180,4/31,4/25,-/-,Nuwan Pradeep,SriLanka,Bowling
417,4w,6,2,1,0,Nuwan Pradeep,SriLanka,Bowling
418,5w,1,0,0,0,Nuwan Pradeep,SriLanka,Bowling
419,10w,0,0,0,0,Nuwan Pradeep,SriLanka,Bowling
420,Matches,6,114,75,0,Asghar Afghan,Afghanistan,Bowling
421,Innings,2,7,1,0,Asghar Afghan,Afghanistan,Bowling
422,Balls,18,139,4,0,Asghar Afghan,Afghanistan,Bowling
423,Runs,17,91,4,0,Asghar Afghan,Afghanistan,Bowling
424,Maidens,0,1,0,0,Asghar Afghan,Afghanistan,Bowling
425,Wickets,0,3,1,0,Asghar Afghan,Afghanistan,Bowling
426,Avg,0.0,30.33,4.0,0.0,Asghar Afghan,Afghanistan,Bowling
427,Eco,5.67,3.93,0,0,Asghar Afghan,Afghanistan,Bowling
428,SR,0.0,46.33,4.0,0.0,Asghar Afghan,Afghanistan,Bowling
429,BBI,0/1,1/1,1/4,-/-,Asghar Afghan,Afghanistan,Bowling
430,BBM,0/1,1/1,1/4,-/-,Asghar Afghan,Afghanistan,Bowling
431,4w,0,0,0,0,Asghar Afghan,Afghanistan,Bowling
432,5w,0,0,0,0,Asghar Afghan,Afghanistan,Bowling
433,10w,0,0,0,0,Asghar Afghan,Afghanistan,Bowling
434,Matches,10,90,6,0,Hashmatullah Shahidi,Afghanistan,Bowling
435,Innings,5,2,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
436,Balls,84,18,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
437,Runs,59,25,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
438,Maidens,0,0,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
439,Wickets,0,0,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
440,Avg,0.0,0.0,0.0,0.0,Hashmatullah Shahidi,Afghanistan,Bowling
441,Eco,4.21,8.33,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
442,SR,0.0,0.0,0.0,0.0,Hashmatullah Shahidi,Afghanistan,Bowling
443,BBI,0/4,0/8,-/-,-/-,Hashmatullah Shahidi,Afghanistan,Bowling
444,BBM,0/4,0/8,-/-,-/-,Hashmatullah Shahidi,Afghanistan,Bowling
445,4w,0,0,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
446,5w,0,0,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
447,10w,0,0,0,0,Hashmatullah Shahidi,Afghanistan,Bowling
448,Matches,0,16,45,0,Hazratullah Zazai,Afghanistan,Bowling
449,Innings,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
450,Balls,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
451,Runs,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
452,Maidens,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
453,Wickets,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
454,Avg,0.0,0.0,0.0,0.0,Hazratullah Zazai,Afghanistan,Bowling
455,Eco,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
456,SR,0.0,0.0,0.0,0.0,Hazratullah Zazai,Afghanistan,Bowling
457,BBI,-/-,-/-,-/-,-/-,Hazratullah Zazai,Afghanistan,Bowling
458,BBM,-/-,-/-,-/-,-/-,Hazratullah Zazai,Afghanistan,Bowling
459,4w,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
460,5w,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
461,10w,0,0,0,0,Hazratullah Zazai,Afghanistan,Bowling
462,Matches,0,92,107,0,Najibullah Zadran,Afghanistan,Bowling
463,Innings,0,2,0,0,Najibullah Zadran,Afghanistan,Bowling
464,Balls,0,30,0,0,Najibullah Zadran,Afghanistan,Bowling
465,Runs,0,30,0,0,Najibullah Zadran,Afghanistan,Bowling
466,Maidens,0,0,0,0,Najibullah Zadran,Afghanistan,Bowling
467,Wickets,0,0,0,0,Najibullah Zadran,Afghanistan,Bowling
468,Avg,0.0,0.0,0.0,0.0,Najibullah Zadran,Afghanistan,Bowling
469,Eco,0,6,0,0,Najibullah Zadran,Afghanistan,Bowling
470,SR,0.0,0.0,0.0,0.0,Najibullah Zadran,Afghanistan,Bowling
471,BBI,-/-,0/9,-/-,-/-,Najibullah Zadran,Afghanistan,Bowling
472,BBM,-/-,0/9,-/-,-/-,Najibullah Zadran,Afghanistan,Bowling
473,4w,0,0,0,0,Najibullah Zadran,Afghanistan,Bowling
474,5w,0,0,0,0,Najibullah Zadran,Afghanistan,Bowling
475,10w,0,0,0,0,Najibullah Zadran,Afghanistan,Bowling
476,Matches,2,51,22,0,Noor Ali Zadran,Afghanistan,Bowling
477,Innings,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
478,Balls,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
479,Runs,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
480,Maidens,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
481,Wickets,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
482,Avg,0.0,0.0,0.0,0.0,Noor Ali Zadran,Afghanistan,Bowling
483,Eco,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
484,SR,0.0,0.0,0.0,0.0,Noor Ali Zadran,Afghanistan,Bowling
485,BBI,-/-,-/-,-/-,-/-,Noor Ali Zadran,Afghanistan,Bowling
486,BBM,-/-,-/-,-/-,-/-,Noor Ali Zadran,Afghanistan,Bowling
487,4w,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
488,5w,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
489,10w,0,0,0,0,Noor Ali Zadran,Afghanistan,Bowling
490,Matches,11,123,1,0,Rahmat Shah,Afghanistan,Bowling
491,Innings,4,29,0,0,Rahmat Shah,Afghanistan,Bowling
492,Balls,84,543,0,0,Rahmat Shah,Afghanistan,Bowling
493,Runs,53,532,0,0,Rahmat Shah,Afghanistan,Bowling
494,Maidens,1,2,0,0,Rahmat Shah,Afghanistan,Bowling
495,Wickets,1,15,0,0,Rahmat Shah,Afghanistan,Bowling
496,Avg,53.0,35.47,0.0,0.0,Rahmat Shah,Afghanistan,Bowling
497,Eco,3.79,5.88,0,0,Rahmat Shah,Afghanistan,Bowling
498,SR,84.0,36.2,0.0,0.0,Rahmat Shah,Afghanistan,Bowling
499,BBI,1/30,5/32,-/-,-/-,Rahmat Shah,Afghanistan,Bowling
500,BBM,1/34,5/32,-/-,-/-,Rahmat Shah,Afghanistan,Bowling
501,4w,0,0,0,0,Rahmat Shah,Afghanistan,Bowling
502,5w,0,1,0,0,Rahmat Shah,Afghanistan,Bowling
503,10w,0,0,0,0,Rahmat Shah,Afghanistan,Bowling
504,Matches,0,89,74,2,Gulbadin Naib,Afghanistan,Bowling
505,Innings,0,80,44,1,Gulbadin Naib,Afghanistan,Bowling
506,Balls,0,2883,649,6,Gulbadin Naib,Afghanistan,Bowling
507,Runs,0,2675,860,12,Gulbadin Naib,Afghanistan,Bowling
508,Maidens,0,12,1,0,Gulbadin Naib,Afghanistan,Bowling
509,Wickets,0,74,33,0,Gulbadin Naib,Afghanistan,Bowling
510,Avg,0.0,36.15,26.06,0.0,Gulbadin Naib,Afghanistan,Bowling
511,Eco,0,5.57,7.95,12,Gulbadin Naib,Afghanistan,Bowling
512,SR,0.0,38.96,19.67,0.0,Gulbadin Naib,Afghanistan,Bowling
513,BBI,-/-,6/43,4/20,0/12,Gulbadin Naib,Afghanistan,Bowling
514,BBM,-/-,6/43,4/20,0/12,Gulbadin Naib,Afghanistan,Bowling
515,4w,0,3,1,0,Gulbadin Naib,Afghanistan,Bowling
516,5w,0,1,0,0,Gulbadin Naib,Afghanistan,Bowling
517,10w,0,0,0,0,Gulbadin Naib,Afghanistan,Bowling
518,Matches,0,84,64,0,Samiullah Shinwari,Afghanistan,Bowling
519,Innings,0,65,38,0,Samiullah Shinwari,Afghanistan,Bowling
520,Balls,0,2111,634,0,Samiullah Shinwari,Afghanistan,Bowling
521,Runs,0,1729,688,0,Samiullah Shinwari,Afghanistan,Bowling
522,Maidens,0,10,0,0,Samiullah Shinwari,Afghanistan,Bowling
523,Wickets,0,45,28,0,Samiullah Shinwari,Afghanistan,Bowling
524,Avg,0.0,38.42,24.57,0.0,Samiullah Shinwari,Afghanistan,Bowling
525,Eco,0,4.91,6.51,0,Samiullah Shinwari,Afghanistan,Bowling
526,SR,0.0,46.91,22.64,0.0,Samiullah Shinwari,Afghanistan,Bowling
527,BBI,-/-,4/31,5/13,-/-,Samiullah Shinwari,Afghanistan,Bowling
528,BBM,-/-,4/31,5/13,-/-,Samiullah Shinwari,Afghanistan,Bowling
529,4w,0,1,1,0,Samiullah Shinwari,Afghanistan,Bowling
530,5w,0,0,1,0,Samiullah Shinwari,Afghanistan,Bowling
531,10w,0,0,0,0,Samiullah Shinwari,Afghanistan,Bowling
532,Matches,3,173,131,24,Mohammad Nabi,Afghanistan,Bowling
533,Innings,5,164,122,23,Mohammad Nabi,Afghanistan,Bowling
534,Balls,546,7960,2242,417,Mohammad Nabi,Afghanistan,Bowling
535,Runs,254,5706,2730,517,Mohammad Nabi,Afghanistan,Bowling
536,Maidens,17,52,5,0,Mohammad Nabi,Afghanistan,Bowling
537,Wickets,8,176,97,15,Mohammad Nabi,Afghanistan,Bowling
538,Avg,31.75,32.42,28.14,34.47,Mohammad Nabi,Afghanistan,Bowling
539,Eco,2.79,4.3,7.31,7.44,Mohammad Nabi,Afghanistan,Bowling
540,SR,68.25,45.23,23.11,27.8,Mohammad Nabi,Afghanistan,Bowling
541,BBI,3/36,5/17,4/10,4/11,Mohammad Nabi,Afghanistan,Bowling
542,BBM,4/95,5/17,4/10,4/11,Mohammad Nabi,Afghanistan,Bowling
543,4w,0,4,3,1,Mohammad Nabi,Afghanistan,Bowling
544,5w,0,1,0,0,Mohammad Nabi,Afghanistan,Bowling
545,10w,0,0,0,0,Mohammad Nabi,Afghanistan,Bowling
546,Matches,6,114,96,127,Rashid Khan,Afghanistan,Bowling
547,Innings,11,106,96,127,Rashid Khan,Afghanistan,Bowling
548,Balls,1864,5741,2192,2991,Rashid Khan,Afghanistan,Bowling
549,Runs,920,4060,2222,3467,Rashid Khan,Afghanistan,Bowling
550,Maidens,53,35,1,4,Rashid Khan,Afghanistan,Bowling
551,Wickets,45,199,161,153,Rashid Khan,Afghanistan,Bowling
552,Avg,20.44,20.4,13.8,22.66,Rashid Khan,Afghanistan,Bowling
553,Eco,2.96,4.24,6.08,6.95,Rashid Khan,Afghanistan,Bowling
554,SR,41.42,28.85,13.61,19.55,Rashid Khan,Afghanistan,Bowling
555,BBI,7/66,7/18,5/3,4/24,Rashid Khan,Afghanistan,Bowling
556,BBM,11/104,7/18,5/3,4/24,Rashid Khan,Afghanistan,Bowling
557,4w,2,6,8,2,Rashid Khan,Afghanistan,Bowling
558,5w,5,5,2,0,Rashid Khan,Afghanistan,Bowling
559,10w,3,0,0,0,Rashid Khan,Afghanistan,Bowling
560,Matches,2,84,72,0,Mohammad Shahzad,Afghanistan,Bowling
561,Innings,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
562,Balls,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
563,Runs,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
564,Maidens,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
565,Wickets,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
566,Avg,0.0,0.0,0.0,0.0,Mohammad Shahzad,Afghanistan,Bowling
567,Eco,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
568,SR,0.0,0.0,0.0,0.0,Mohammad Shahzad,Afghanistan,Bowling
569,BBI,-/-,-/-,-/-,-/-,Mohammad Shahzad,Afghanistan,Bowling
570,BBM,-/-,-/-,-/-,-/-,Mohammad Shahzad,Afghanistan,Bowling
571,4w,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
572,5w,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
573,10w,0,0,0,0,Mohammad Shahzad,Afghanistan,Bowling
574,Matches,0,27,12,0,Aftab Alam,Afghanistan,Bowling
575,Innings,0,27,12,0,Aftab Alam,Afghanistan,Bowling
576,Balls,0,1257,245,0,Aftab Alam,Afghanistan,Bowling
577,Runs,0,1033,324,0,Aftab Alam,Afghanistan,Bowling
578,Maidens,0,14,0,0,Aftab Alam,Afghanistan,Bowling
579,Wickets,0,41,11,0,Aftab Alam,Afghanistan,Bowling
580,Avg,0.0,25.2,29.45,0.0,Aftab Alam,Afghanistan,Bowling
581,Eco,0,4.93,7.93,0,Aftab Alam,Afghanistan,Bowling
582,SR,0.0,30.66,22.27,0.0,Aftab Alam,Afghanistan,Bowling
583,BBI,-/-,4/25,2/23,-/-,Aftab Alam,Afghanistan,Bowling
584,BBM,-/-,4/25,2/23,-/-,Aftab Alam,Afghanistan,Bowling
585,4w,0,1,0,0,Aftab Alam,Afghanistan,Bowling
586,5w,0,0,0,0,Aftab Alam,Afghanistan,Bowling
587,10w,0,0,0,0,Aftab Alam,Afghanistan,Bowling
588,Matches,0,82,33,0,Dawlat Zadran,Afghanistan,Bowling
589,Innings,0,80,34,0,Dawlat Zadran,Afghanistan,Bowling
590,Balls,0,3769,741,0,Dawlat Zadran,Afghanistan,Bowling
591,Runs,0,3423,980,0,Dawlat Zadran,Afghanistan,Bowling
592,Maidens,0,42,2,0,Dawlat Zadran,Afghanistan,Bowling
593,Wickets,0,115,40,0,Dawlat Zadran,Afghanistan,Bowling
594,Avg,0.0,29.77,24.5,0.0,Dawlat Zadran,Afghanistan,Bowling
595,Eco,0,5.45,7.94,0,Dawlat Zadran,Afghanistan,Bowling
596,SR,0.0,32.77,18.52,0.0,Dawlat Zadran,Afghanistan,Bowling
597,BBI,-/-,4/22,4/44,-/-,Dawlat Zadran,Afghanistan,Bowling
598,BBM,-/-,4/22,4/44,-/-,Dawlat Zadran,Afghanistan,Bowling
599,4w,0,3,1,0,Dawlat Zadran,Afghanistan,Bowling
600,5w,0,0,0,0,Dawlat Zadran,Afghanistan,Bowling
601,10w,0,0,0,0,Dawlat Zadran,Afghanistan,Bowling
602,Matches,0,38,25,0,Hamid Hassan,Afghanistan,Bowling
603,Innings,0,37,25,0,Hamid Hassan,Afghanistan,Bowling
604,Balls,0,1734,544,0,Hamid Hassan,Afghanistan,Bowling
605,Runs,0,1331,580,0,Hamid Hassan,Afghanistan,Bowling
606,Maidens,0,25,2,0,Hamid Hassan,Afghanistan,Bowling
607,Wickets,0,59,35,0,Hamid Hassan,Afghanistan,Bowling
608,Avg,0.0,22.56,16.57,0.0,Hamid Hassan,Afghanistan,Bowling
609,Eco,0,4.61,6.4,0,Hamid Hassan,Afghanistan,Bowling
610,SR,0.0,29.39,15.54,0.0,Hamid Hassan,Afghanistan,Bowling
611,BBI,-/-,5/45,4/22,-/-,Hamid Hassan,Afghanistan,Bowling
612,BBM,-/-,5/45,4/22,-/-,Hamid Hassan,Afghanistan,Bowling
613,4w,0,2,1,0,Hamid Hassan,Afghanistan,Bowling
614,5w,0,1,0,0,Hamid Hassan,Afghanistan,Bowling
615,10w,0,0,0,0,Hamid Hassan,Afghanistan,Bowling
616,Matches,1,75,49,20,Mujeeb Ur Rahman,Afghanistan,Bowling
617,Innings,1,74,49,20,Mujeeb Ur Rahman,Afghanistan,Bowling
618,Balls,90,3968,1080,446,Mujeeb Ur Rahman,Afghanistan,Bowling
619,Runs,75,2863,1141,620,Mujeeb Ur Rahman,Afghanistan,Bowling
620,Maidens,1,39,1,0,Mujeeb Ur Rahman,Afghanistan,Bowling
621,Wickets,1,101,63,20,Mujeeb Ur Rahman,Afghanistan,Bowling
622,Avg,75.0,28.35,18.11,31.0,Mujeeb Ur Rahman,Afghanistan,Bowling
623,Eco,5,4.33,6.34,8.34,Mujeeb Ur Rahman,Afghanistan,Bowling
624,SR,90.0,39.29,17.14,22.3,Mujeeb Ur Rahman,Afghanistan,Bowling
625,BBI,1/75,5/50,5/20,3/27,Mujeeb Ur Rahman,Afghanistan,Bowling
626,BBM,1/75,5/50,5/20,3/27,Mujeeb Ur Rahman,Afghanistan,Bowling
627,4w,0,3,1,0,Mujeeb Ur Rahman,Afghanistan,Bowling
628,5w,0,1,1,0,Mujeeb Ur Rahman,Afghanistan,Bowling
629,10w,0,0,0,0,Mujeeb Ur Rahman,Afghanistan,Bowling
630,Matches,16,248,115,83,Eoin Morgan,England,Bowling
631,Innings,0,0,0,0,Eoin Morgan,England,Bowling
632,Balls,0,0,0,0,Eoin Morgan,England,Bowling
633,Runs,0,0,0,0,Eoin Morgan,England,Bowling
634,Maidens,0,0,0,0,Eoin Morgan,England,Bowling
635,Wickets,0,0,0,0,Eoin Morgan,England,Bowling
636,Avg,0.0,0.0,0.0,0.0,Eoin Morgan,England,Bowling
637,Eco,0,0,0,0,Eoin Morgan,England,Bowling
638,SR,0.0,0.0,0.0,0.0,Eoin Morgan,England,Bowling
639,BBI,-/-,-/-,-/-,-/-,Eoin Morgan,England,Bowling
640,BBM,-/-,-/-,-/-,-/-,Eoin Morgan,England,Bowling
641,4w,0,0,0,0,Eoin Morgan,England,Bowling
642,5w,0,0,0,0,Eoin Morgan,England,Bowling
643,10w,0,0,0,0,Eoin Morgan,England,Bowling
644,Matches,152,177,32,3,Joe Root,England,Bowling
645,Innings,156,77,9,1,Joe Root,England,Bowling
646,Balls,5851,1755,84,12,Joe Root,England,Bowling
647,Runs,3221,1731,139,14,Joe Root,England,Bowling
648,Maidens,158,2,0,0,Joe Root,England,Bowling
649,Wickets,71,28,6,0,Joe Root,England,Bowling
650,Avg,45.37,61.82,23.17,0.0,Joe Root,England,Bowling
651,Eco,3.3,5.92,9.93,7,Joe Root,England,Bowling
652,SR,82.41,62.68,14.0,0.0,Joe Root,England,Bowling
653,BBI,5/8,3/52,2/9,0/14,Joe Root,England,Bowling
654,BBM,5/33,3/52,2/9,0/14,Joe Root,England,Bowling
655,4w,2,0,0,0,Joe Root,England,Bowling
656,5w,1,0,0,0,Joe Root,England,Bowling
657,10w,0,0,0,0,Joe Root,England,Bowling
658,Matches,5,116,64,21,Jason Roy,England,Bowling
659,Innings,0,0,0,0,Jason Roy,England,Bowling
660,Balls,0,0,0,0,Jason Roy,England,Bowling
661,Runs,0,0,0,0,Jason Roy,England,Bowling
662,Maidens,0,0,0,0,Jason Roy,England,Bowling
663,Wickets,0,0,0,0,Jason Roy,England,Bowling
664,Avg,0.0,0.0,0.0,0.0,Jason Roy,England,Bowling
665,Eco,0,0,0,0,Jason Roy,England,Bowling
666,SR,0.0,0.0,0.0,0.0,Jason Roy,England,Bowling
667,BBI,-/-,-/-,-/-,-/-,Jason Roy,England,Bowling
668,BBM,-/-,-/-,-/-,-/-,Jason Roy,England,Bowling
669,4w,0,0,0,0,Jason Roy,England,Bowling
670,5w,0,0,0,0,Jason Roy,England,Bowling
671,10w,0,0,0,0,Jason Roy,England,Bowling
672,Matches,22,30,62,1,Dawid Malan,England,Bowling
673,Innings,8,2,1,0,Dawid Malan,England,Bowling
674,Balls,222,15,12,0,Dawid Malan,England,Bowling
675,Runs,131,17,27,0,Dawid Malan,England,Bowling
676,Maidens,4,0,0,0,Dawid Malan,England,Bowling
677,Wickets,2,1,1,0,Dawid Malan,England,Bowling
678,Avg,65.5,17.0,27.0,0.0,Dawid Malan,England,Bowling
679,Eco,3.54,6.8,13.5,0,Dawid Malan,England,Bowling
680,SR,111.0,15.0,12.0,0.0,Dawid Malan,England,Bowling
681,BBI,2/33,1/5,1/27,-/-,Dawid Malan,England,Bowling
682,BBM,2/33,1/5,1/27,-/-,Dawid Malan,England,Bowling
683,4w,0,0,0,0,Dawid Malan,England,Bowling
684,5w,0,0,0,0,Dawid Malan,England,Bowling
685,10w,0,0,0,0,Dawid Malan,England,Bowling
686,Matches,68,138,92,70,Moeen Ali,England,Bowling
687,Innings,119,128,71,54,Moeen Ali,England,Bowling
688,Balls,12610,5988,999,806,Moeen Ali,England,Bowling
689,Runs,7612,5311,1384,936,Moeen Ali,England,Bowling
690,Maidens,292,13,1,1,Moeen Ali,England,Bowling
691,Wickets,204,111,51,38,Moeen Ali,England,Bowling
692,Avg,37.31,47.85,27.14,24.63,Moeen Ali,England,Bowling
693,Eco,3.62,5.32,8.31,6.97,Moeen Ali,England,Bowling
694,SR,61.81,53.95,19.59,21.21,Moeen Ali,England,Bowling
695,BBI,6/53,4/46,3/24,4/26,Moeen Ali,England,Bowling
696,BBM,10/112,4/46,3/24,4/26,Moeen Ali,England,Bowling
697,4w,13,2,0,1,Moeen Ali,England,Bowling
698,5w,5,0,0,0,Moeen Ali,England,Bowling
699,10w,1,0,0,0,Moeen Ali,England,Bowling
700,Matches,110,114,43,45,Ben Stokes,England,Bowling
701,Innings,160,88,36,38,Ben Stokes,England,Bowling
702,Balls,12252,3110,612,689,Ben Stokes,England,Bowling
703,Runs,6798,3137,856,992,Ben Stokes,England,Bowling
704,Maidens,359,8,1,2,Ben Stokes,England,Bowling
705,Wickets,210,74,26,28,Ben Stokes,England,Bowling
706,Avg,32.37,42.39,32.92,35.43,Ben Stokes,England,Bowling
707,Eco,3.33,6.05,8.39,8.64,Ben Stokes,England,Bowling
708,SR,58.34,42.03,23.54,24.61,Ben Stokes,England,Bowling
709,BBI,6/22,5/61,3/26,3/15,Ben Stokes,England,Bowling
710,BBM,8/161,5/61,3/26,3/15,Ben Stokes,England,Bowling
711,4w,8,1,0,0,Ben Stokes,England,Bowling
712,5w,4,1,0,0,Ben Stokes,England,Bowling
713,10w,0,0,0,0,Ben Stokes,England,Bowling
714,Matches,1,39,60,46,Liam Livingstone,England,Bowling
715,Innings,0,31,41,27,Liam Livingstone,England,Bowling
716,Balls,0,968,576,312,Liam Livingstone,England,Bowling
717,Runs,0,982,838,469,Liam Livingstone,England,Bowling
718,Maidens,0,2,1,0,Liam Livingstone,England,Bowling
719,Wickets,0,25,33,13,Liam Livingstone,England,Bowling
720,Avg,0.0,39.28,25.39,36.08,Liam Livingstone,England,Bowling
721,Eco,0,6.09,8.73,9.02,Liam Livingstone,England,Bowling
722,SR,0.0,38.72,17.45,24.0,Liam Livingstone,England,Bowling
723,BBI,-/-,3/16,3/17,3/27,Liam Livingstone,England,Bowling
724,BBM,-/-,3/16,3/17,3/27,Liam Livingstone,England,Bowling
725,4w,0,0,0,0,Liam Livingstone,England,Bowling
726,5w,0,0,0,0,Liam Livingstone,England,Bowling
727,10w,0,0,0,0,Liam Livingstone,England,Bowling
728,Matches,57,122,33,21,Chris Woakes,England,Bowling
729,Innings,109,118,33,21,Chris Woakes,England,Bowling
730,Balls,10133,5737,611,440,Chris Woakes,England,Bowling
731,Runs,5112,5193,822,658,Chris Woakes,England,Bowling
732,Maidens,380,53,1,0,Chris Woakes,England,Bowling
733,Wickets,181,173,31,30,Chris Woakes,England,Bowling
734,Avg,28.24,30.02,26.52,21.93,Chris Woakes,England,Bowling
735,Eco,3.03,5.43,8.07,8.97,Chris Woakes,England,Bowling
736,SR,55.98,33.16,19.71,14.67,Chris Woakes,England,Bowling
737,BBI,6/17,6/45,3/4,3/6,Chris Woakes,England,Bowling
738,BBM,11/102,6/45,3/4,3/6,Chris Woakes,England,Bowling
739,4w,5,11,0,0,Chris Woakes,England,Bowling
740,5w,5,3,0,0,Chris Woakes,England,Bowling
741,10w,1,0,0,0,Chris Woakes,England,Bowling
742,Matches,2,28,30,13,Tom Curran,England,Bowling
743,Innings,3,28,29,13,Tom Curran,England,Bowling
744,Balls,396,1308,588,238,Tom Curran,England,Bowling
745,Runs,200,1290,907,430,Tom Curran,England,Bowling
